sample_id,source_sample_id,vehicle_id,source_absolute_path,original_length,target_length,regularization_method,long_mode,window_index,window_start_index,window_end_index,label_absolute_path,label_delta_displacement_path,start_path,max_reconstruction_error,coordinate_type,valid_or_skipped,skip_reason
sample_010330,sample_010330,veh8440,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010330.npy,198,224,bounce_reflect_padding,truncate,0,0,198,labels_absolute/sample_010330.npy,labels_delta_displacement/sample_010330.npy,starts/sample_010330.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_010331,sample_010331,veh8441,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010331.npy,219,224,bounce_reflect_padding,truncate,0,0,219,labels_absolute/sample_010331.npy,labels_delta_displacement/sample_010331.npy,starts/sample_010331.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010332,sample_010332,veh8442,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010332.npy,256,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010332.npy,labels_delta_displacement/sample_010332.npy,starts/sample_010332.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010333,sample_010333,veh8443,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010333.npy,220,224,bounce_reflect_padding,truncate,0,0,220,labels_absolute/sample_010333.npy,labels_delta_displacement/sample_010333.npy,starts/sample_010333.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010334,sample_010334,veh8444,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010334.npy,330,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010334.npy,labels_delta_displacement/sample_010334.npy,starts/sample_010334.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010335,sample_010335,veh8445,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010335.npy,136,224,bounce_reflect_padding,truncate,0,0,136,labels_absolute/sample_010335.npy,labels_delta_displacement/sample_010335.npy,starts/sample_010335.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010336,sample_010336,veh8446,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010336.npy,271,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010336.npy,labels_delta_displacement/sample_010336.npy,starts/sample_010336.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010337,sample_010337,veh8447,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010337.npy,56,224,bounce_reflect_padding,truncate,0,0,56,labels_absolute/sample_010337.npy,labels_delta_displacement/sample_010337.npy,starts/sample_010337.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010338,sample_010338,veh8448,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010338.npy,174,224,bounce_reflect_padding,truncate,0,0,174,labels_absolute/sample_010338.npy,labels_delta_displacement/sample_010338.npy,starts/sample_010338.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010339,sample_010339,veh8449,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010339.npy,111,224,bounce_reflect_padding,truncate,0,0,111,labels_absolute/sample_010339.npy,labels_delta_displacement/sample_010339.npy,starts/sample_010339.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010340,sample_010340,veh845,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010340.npy,176,224,bounce_reflect_padding,truncate,0,0,176,labels_absolute/sample_010340.npy,labels_delta_displacement/sample_010340.npy,starts/sample_010340.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010341,sample_010341,veh8450,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010341.npy,257,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010341.npy,labels_delta_displacement/sample_010341.npy,starts/sample_010341.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010342,sample_010342,veh8451,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010342.npy,176,224,bounce_reflect_padding,truncate,0,0,176,labels_absolute/sample_010342.npy,labels_delta_displacement/sample_010342.npy,starts/sample_010342.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010343,sample_010343,veh8452,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010343.npy,171,224,bounce_reflect_padding,truncate,0,0,171,labels_absolute/sample_010343.npy,labels_delta_displacement/sample_010343.npy,starts/sample_010343.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010344,sample_010344,veh8453,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010344.npy,184,224,bounce_reflect_padding,truncate,0,0,184,labels_absolute/sample_010344.npy,labels_delta_displacement/sample_010344.npy,starts/sample_010344.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010345,sample_010345,veh8454,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010345.npy,134,224,bounce_reflect_padding,truncate,0,0,134,labels_absolute/sample_010345.npy,labels_delta_displacement/sample_010345.npy,starts/sample_010345.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010346,sample_010346,veh8455,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010346.npy,133,224,bounce_reflect_padding,truncate,0,0,133,labels_absolute/sample_010346.npy,labels_delta_displacement/sample_010346.npy,starts/sample_010346.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010347,sample_010347,veh8456,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010347.npy,234,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010347.npy,labels_delta_displacement/sample_010347.npy,starts/sample_010347.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010348,sample_010348,veh8457,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010348.npy,302,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010348.npy,labels_delta_displacement/sample_010348.npy,starts/sample_010348.npy,5.684341886080802e-14,delta_displacement_xy_regularized_224,valid,
sample_010349,sample_010349,veh8458,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010349.npy,262,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010349.npy,labels_delta_displacement/sample_010349.npy,starts/sample_010349.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010350,sample_010350,veh8459,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010350.npy,155,224,bounce_reflect_padding,truncate,0,0,155,labels_absolute/sample_010350.npy,labels_delta_displacement/sample_010350.npy,starts/sample_010350.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_010351,sample_010351,veh846,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010351.npy,242,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010351.npy,labels_delta_displacement/sample_010351.npy,starts/sample_010351.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010352,sample_010352,veh8460,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010352.npy,131,224,bounce_reflect_padding,truncate,0,0,131,labels_absolute/sample_010352.npy,labels_delta_displacement/sample_010352.npy,starts/sample_010352.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010353,sample_010353,veh8461,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010353.npy,136,224,bounce_reflect_padding,truncate,0,0,136,labels_absolute/sample_010353.npy,labels_delta_displacement/sample_010353.npy,starts/sample_010353.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010354,sample_010354,veh8462,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010354.npy,170,224,bounce_reflect_padding,truncate,0,0,170,labels_absolute/sample_010354.npy,labels_delta_displacement/sample_010354.npy,starts/sample_010354.npy,1.1368683772161603e-12,delta_displacement_xy_regularized_224,valid,
sample_010355,sample_010355,veh8463,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010355.npy,124,224,bounce_reflect_padding,truncate,0,0,124,labels_absolute/sample_010355.npy,labels_delta_displacement/sample_010355.npy,starts/sample_010355.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010356,sample_010356,veh8464,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010356.npy,159,224,bounce_reflect_padding,truncate,0,0,159,labels_absolute/sample_010356.npy,labels_delta_displacement/sample_010356.npy,starts/sample_010356.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_010357,sample_010357,veh8465,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010357.npy,160,224,bounce_reflect_padding,truncate,0,0,160,labels_absolute/sample_010357.npy,labels_delta_displacement/sample_010357.npy,starts/sample_010357.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010358,sample_010358,veh8466,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010358.npy,220,224,bounce_reflect_padding,truncate,0,0,220,labels_absolute/sample_010358.npy,labels_delta_displacement/sample_010358.npy,starts/sample_010358.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010359,sample_010359,veh8467,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010359.npy,133,224,bounce_reflect_padding,truncate,0,0,133,labels_absolute/sample_010359.npy,labels_delta_displacement/sample_010359.npy,starts/sample_010359.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010360,sample_010360,veh8468,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010360.npy,57,224,bounce_reflect_padding,truncate,0,0,57,labels_absolute/sample_010360.npy,labels_delta_displacement/sample_010360.npy,starts/sample_010360.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010361,sample_010361,veh8469,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010361.npy,90,224,bounce_reflect_padding,truncate,0,0,90,labels_absolute/sample_010361.npy,labels_delta_displacement/sample_010361.npy,starts/sample_010361.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010362,sample_010362,veh847,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010362.npy,115,224,bounce_reflect_padding,truncate,0,0,115,labels_absolute/sample_010362.npy,labels_delta_displacement/sample_010362.npy,starts/sample_010362.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010363,sample_010363,veh8470,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010363.npy,297,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010363.npy,labels_delta_displacement/sample_010363.npy,starts/sample_010363.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010364,sample_010364,veh8471,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010364.npy,247,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010364.npy,labels_delta_displacement/sample_010364.npy,starts/sample_010364.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010365,sample_010365,veh8472,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010365.npy,251,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010365.npy,labels_delta_displacement/sample_010365.npy,starts/sample_010365.npy,6.252776074688882e-13,delta_displacement_xy_regularized_224,valid,
sample_010366,sample_010366,veh8473,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010366.npy,125,224,bounce_reflect_padding,truncate,0,0,125,labels_absolute/sample_010366.npy,labels_delta_displacement/sample_010366.npy,starts/sample_010366.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010367,sample_010367,veh8474,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010367.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_010367.npy,labels_delta_displacement/sample_010367.npy,starts/sample_010367.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010368,sample_010368,veh8475,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010368.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_010368.npy,labels_delta_displacement/sample_010368.npy,starts/sample_010368.npy,6.821210263296962e-13,delta_displacement_xy_regularized_224,valid,
sample_010369,sample_010369,veh8476,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010369.npy,234,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010369.npy,labels_delta_displacement/sample_010369.npy,starts/sample_010369.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010370,sample_010370,veh8477,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010370.npy,267,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010370.npy,labels_delta_displacement/sample_010370.npy,starts/sample_010370.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010371,sample_010371,veh8478,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010371.npy,201,224,bounce_reflect_padding,truncate,0,0,201,labels_absolute/sample_010371.npy,labels_delta_displacement/sample_010371.npy,starts/sample_010371.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010372,sample_010372,veh8479,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010372.npy,200,224,bounce_reflect_padding,truncate,0,0,200,labels_absolute/sample_010372.npy,labels_delta_displacement/sample_010372.npy,starts/sample_010372.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010373,sample_010373,veh848,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010373.npy,139,224,bounce_reflect_padding,truncate,0,0,139,labels_absolute/sample_010373.npy,labels_delta_displacement/sample_010373.npy,starts/sample_010373.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010374,sample_010374,veh8480,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010374.npy,207,224,bounce_reflect_padding,truncate,0,0,207,labels_absolute/sample_010374.npy,labels_delta_displacement/sample_010374.npy,starts/sample_010374.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_010375,sample_010375,veh8481,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010375.npy,160,224,bounce_reflect_padding,truncate,0,0,160,labels_absolute/sample_010375.npy,labels_delta_displacement/sample_010375.npy,starts/sample_010375.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010376,sample_010376,veh8482,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010376.npy,138,224,bounce_reflect_padding,truncate,0,0,138,labels_absolute/sample_010376.npy,labels_delta_displacement/sample_010376.npy,starts/sample_010376.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010377,sample_010377,veh8483,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010377.npy,153,224,bounce_reflect_padding,truncate,0,0,153,labels_absolute/sample_010377.npy,labels_delta_displacement/sample_010377.npy,starts/sample_010377.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010378,sample_010378,veh8484,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010378.npy,162,224,bounce_reflect_padding,truncate,0,0,162,labels_absolute/sample_010378.npy,labels_delta_displacement/sample_010378.npy,starts/sample_010378.npy,9.094947017729282e-13,delta_displacement_xy_regularized_224,valid,
sample_010379,sample_010379,veh8485,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010379.npy,204,224,bounce_reflect_padding,truncate,0,0,204,labels_absolute/sample_010379.npy,labels_delta_displacement/sample_010379.npy,starts/sample_010379.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010380,sample_010380,veh8486,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010380.npy,162,224,bounce_reflect_padding,truncate,0,0,162,labels_absolute/sample_010380.npy,labels_delta_displacement/sample_010380.npy,starts/sample_010380.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010381,sample_010381,veh8487,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010381.npy,125,224,bounce_reflect_padding,truncate,0,0,125,labels_absolute/sample_010381.npy,labels_delta_displacement/sample_010381.npy,starts/sample_010381.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010382,sample_010382,veh8488,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010382.npy,182,224,bounce_reflect_padding,truncate,0,0,182,labels_absolute/sample_010382.npy,labels_delta_displacement/sample_010382.npy,starts/sample_010382.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010383,sample_010383,veh8489,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010383.npy,254,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010383.npy,labels_delta_displacement/sample_010383.npy,starts/sample_010383.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_010384,sample_010384,veh849,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010384.npy,204,224,bounce_reflect_padding,truncate,0,0,204,labels_absolute/sample_010384.npy,labels_delta_displacement/sample_010384.npy,starts/sample_010384.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010385,sample_010385,veh8490,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010385.npy,98,224,bounce_reflect_padding,truncate,0,0,98,labels_absolute/sample_010385.npy,labels_delta_displacement/sample_010385.npy,starts/sample_010385.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010386,sample_010386,veh8491,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010386.npy,219,224,bounce_reflect_padding,truncate,0,0,219,labels_absolute/sample_010386.npy,labels_delta_displacement/sample_010386.npy,starts/sample_010386.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010387,sample_010387,veh8492,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010387.npy,91,224,bounce_reflect_padding,truncate,0,0,91,labels_absolute/sample_010387.npy,labels_delta_displacement/sample_010387.npy,starts/sample_010387.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010388,sample_010388,veh8493,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010388.npy,168,224,bounce_reflect_padding,truncate,0,0,168,labels_absolute/sample_010388.npy,labels_delta_displacement/sample_010388.npy,starts/sample_010388.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010389,sample_010389,veh8494,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010389.npy,128,224,bounce_reflect_padding,truncate,0,0,128,labels_absolute/sample_010389.npy,labels_delta_displacement/sample_010389.npy,starts/sample_010389.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010390,sample_010390,veh8495,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010390.npy,112,224,bounce_reflect_padding,truncate,0,0,112,labels_absolute/sample_010390.npy,labels_delta_displacement/sample_010390.npy,starts/sample_010390.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010391,sample_010391,veh8496,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010391.npy,69,224,bounce_reflect_padding,truncate,0,0,69,labels_absolute/sample_010391.npy,labels_delta_displacement/sample_010391.npy,starts/sample_010391.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010392,sample_010392,veh8497,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010392.npy,100,224,bounce_reflect_padding,truncate,0,0,100,labels_absolute/sample_010392.npy,labels_delta_displacement/sample_010392.npy,starts/sample_010392.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010393,sample_010393,veh8498,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010393.npy,167,224,bounce_reflect_padding,truncate,0,0,167,labels_absolute/sample_010393.npy,labels_delta_displacement/sample_010393.npy,starts/sample_010393.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_010394,sample_010394,veh8499,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010394.npy,262,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010394.npy,labels_delta_displacement/sample_010394.npy,starts/sample_010394.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010395,sample_010395,veh85,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010395.npy,224,224,unchanged,truncate,0,0,224,labels_absolute/sample_010395.npy,labels_delta_displacement/sample_010395.npy,starts/sample_010395.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_010396,sample_010396,veh850,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010396.npy,166,224,bounce_reflect_padding,truncate,0,0,166,labels_absolute/sample_010396.npy,labels_delta_displacement/sample_010396.npy,starts/sample_010396.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010397,sample_010397,veh8500,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010397.npy,97,224,bounce_reflect_padding,truncate,0,0,97,labels_absolute/sample_010397.npy,labels_delta_displacement/sample_010397.npy,starts/sample_010397.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010398,sample_010398,veh8501,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010398.npy,149,224,bounce_reflect_padding,truncate,0,0,149,labels_absolute/sample_010398.npy,labels_delta_displacement/sample_010398.npy,starts/sample_010398.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010399,sample_010399,veh8502,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010399.npy,184,224,bounce_reflect_padding,truncate,0,0,184,labels_absolute/sample_010399.npy,labels_delta_displacement/sample_010399.npy,starts/sample_010399.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_010400,sample_010400,veh8503,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010400.npy,122,224,bounce_reflect_padding,truncate,0,0,122,labels_absolute/sample_010400.npy,labels_delta_displacement/sample_010400.npy,starts/sample_010400.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010401,sample_010401,veh8504,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010401.npy,302,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010401.npy,labels_delta_displacement/sample_010401.npy,starts/sample_010401.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_010402,sample_010402,veh8505,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010402.npy,87,224,bounce_reflect_padding,truncate,0,0,87,labels_absolute/sample_010402.npy,labels_delta_displacement/sample_010402.npy,starts/sample_010402.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010403,sample_010403,veh8506,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010403.npy,175,224,bounce_reflect_padding,truncate,0,0,175,labels_absolute/sample_010403.npy,labels_delta_displacement/sample_010403.npy,starts/sample_010403.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010404,sample_010404,veh8507,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010404.npy,126,224,bounce_reflect_padding,truncate,0,0,126,labels_absolute/sample_010404.npy,labels_delta_displacement/sample_010404.npy,starts/sample_010404.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010405,sample_010405,veh8508,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010405.npy,288,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010405.npy,labels_delta_displacement/sample_010405.npy,starts/sample_010405.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010406,sample_010406,veh8509,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010406.npy,178,224,bounce_reflect_padding,truncate,0,0,178,labels_absolute/sample_010406.npy,labels_delta_displacement/sample_010406.npy,starts/sample_010406.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_010407,sample_010407,veh851,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010407.npy,263,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010407.npy,labels_delta_displacement/sample_010407.npy,starts/sample_010407.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010408,sample_010408,veh8510,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010408.npy,148,224,bounce_reflect_padding,truncate,0,0,148,labels_absolute/sample_010408.npy,labels_delta_displacement/sample_010408.npy,starts/sample_010408.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010409,sample_010409,veh8511,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010409.npy,154,224,bounce_reflect_padding,truncate,0,0,154,labels_absolute/sample_010409.npy,labels_delta_displacement/sample_010409.npy,starts/sample_010409.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010410,sample_010410,veh8512,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010410.npy,138,224,bounce_reflect_padding,truncate,0,0,138,labels_absolute/sample_010410.npy,labels_delta_displacement/sample_010410.npy,starts/sample_010410.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010411,sample_010411,veh8513,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010411.npy,258,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_010411.npy,labels_delta_displacement/sample_010411.npy,starts/sample_010411.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_010412,sample_010412,veh8514,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010412.npy,219,224,bounce_reflect_padding,truncate,0,0,219,labels_absolute/sample_010412.npy,labels_delta_displacement/sample_010412.npy,starts/sample_010412.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010413,sample_010413,veh8515,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010413.npy,129,224,bounce_reflect_padding,truncate,0,0,129,labels_absolute/sample_010413.npy,labels_delta_displacement/sample_010413.npy,starts/sample_010413.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010414,sample_010414,veh8516,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010414.npy,145,224,bounce_reflect_padding,truncate,0,0,145,labels_absolute/sample_010414.npy,labels_delta_displacement/sample_010414.npy,starts/sample_010414.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010415,sample_010415,veh8517,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010415.npy,178,224,bounce_reflect_padding,truncate,0,0,178,labels_absolute/sample_010415.npy,labels_delta_displacement/sample_010415.npy,starts/sample_010415.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010416,sample_010416,veh8518,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010416.npy,177,224,bounce_reflect_padding,truncate,0,0,177,labels_absolute/sample_010416.npy,labels_delta_displacement/sample_010416.npy,starts/sample_010416.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_010417,sample_010417,veh8519,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_010417.npy,71,224,bounce_reflect_padding,truncate,0,0,71,labels_absolute/sample_010417.npy,labels_delta_displacement/sample_010417.npy,starts/sample_010417.npy,0.0,delta_displacement_xy_regularized_224,valid,
