sample_id,image_path,array_path,label_delta_displacement_path,label_absolute_path,start_path,encoding_method,coordinate_type,normalization_range,sign_lost_from_gasf_diagonal,initial_x,initial_y,delta_was_prepended_with_zero,dx_min,dx_max,dy_min,dy_max,x_min,x_max,y_min,y_max,valid_or_skipped,skip_reason
sample_002568,images/sample_002568.png,arrays/sample_002568.npy,labels_delta_displacement/sample_002568.npy,labels_absolute/sample_002568.npy,starts/sample_002568.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,250.08,596.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002569,images/sample_002569.png,arrays/sample_002569.npy,labels_delta_displacement/sample_002569.npy,labels_absolute/sample_002569.npy,starts/sample_002569.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,551.21,303.92,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002570,images/sample_002570.png,arrays/sample_002570.npy,labels_delta_displacement/sample_002570.npy,labels_absolute/sample_002570.npy,starts/sample_002570.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,16.32,123.01,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002571,images/sample_002571.png,arrays/sample_002571.npy,labels_delta_displacement/sample_002571.npy,labels_absolute/sample_002571.npy,starts/sample_002571.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1228.77,1536.46,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002572,images/sample_002572.png,arrays/sample_002572.npy,labels_delta_displacement/sample_002572.npy,labels_absolute/sample_002572.npy,starts/sample_002572.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002573,images/sample_002573.png,arrays/sample_002573.npy,labels_delta_displacement/sample_002573.npy,labels_absolute/sample_002573.npy,starts/sample_002573.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,5.39,978.65,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002574,images/sample_002574.png,arrays/sample_002574.npy,labels_delta_displacement/sample_002574.npy,labels_absolute/sample_002574.npy,starts/sample_002574.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2142.64,1422.27,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002575,images/sample_002575.png,arrays/sample_002575.npy,labels_delta_displacement/sample_002575.npy,labels_absolute/sample_002575.npy,starts/sample_002575.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1166.87,1710.12,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002576,images/sample_002576.png,arrays/sample_002576.npy,labels_delta_displacement/sample_002576.npy,labels_absolute/sample_002576.npy,starts/sample_002576.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,118.59,612.5,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002577,images/sample_002577.png,arrays/sample_002577.npy,labels_delta_displacement/sample_002577.npy,labels_absolute/sample_002577.npy,starts/sample_002577.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1491.37,1763.96,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002578,images/sample_002578.png,arrays/sample_002578.npy,labels_delta_displacement/sample_002578.npy,labels_absolute/sample_002578.npy,starts/sample_002578.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1560.35,1162.93,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002579,images/sample_002579.png,arrays/sample_002579.npy,labels_delta_displacement/sample_002579.npy,labels_absolute/sample_002579.npy,starts/sample_002579.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,728.1,1559.34,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002580,images/sample_002580.png,arrays/sample_002580.npy,labels_delta_displacement/sample_002580.npy,labels_absolute/sample_002580.npy,starts/sample_002580.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,563.27,313.83,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002581,images/sample_002581.png,arrays/sample_002581.npy,labels_delta_displacement/sample_002581.npy,labels_absolute/sample_002581.npy,starts/sample_002581.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1045.43,1298.8,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002582,images/sample_002582.png,arrays/sample_002582.npy,labels_delta_displacement/sample_002582.npy,labels_absolute/sample_002582.npy,starts/sample_002582.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1045.43,1298.8,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002583,images/sample_002583.png,arrays/sample_002583.npy,labels_delta_displacement/sample_002583.npy,labels_absolute/sample_002583.npy,starts/sample_002583.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,308.17,1561.48,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002584,images/sample_002584.png,arrays/sample_002584.npy,labels_delta_displacement/sample_002584.npy,labels_absolute/sample_002584.npy,starts/sample_002584.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,443.26,1676.01,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002585,images/sample_002585.png,arrays/sample_002585.npy,labels_delta_displacement/sample_002585.npy,labels_absolute/sample_002585.npy,starts/sample_002585.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2846.33,1570.94,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002586,images/sample_002586.png,arrays/sample_002586.npy,labels_delta_displacement/sample_002586.npy,labels_absolute/sample_002586.npy,starts/sample_002586.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,561.82,1579.45,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002587,images/sample_002587.png,arrays/sample_002587.npy,labels_delta_displacement/sample_002587.npy,labels_absolute/sample_002587.npy,starts/sample_002587.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,829.37,1365.62,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002588,images/sample_002588.png,arrays/sample_002588.npy,labels_delta_displacement/sample_002588.npy,labels_absolute/sample_002588.npy,starts/sample_002588.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1513.62,383.33,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002589,images/sample_002589.png,arrays/sample_002589.npy,labels_delta_displacement/sample_002589.npy,labels_absolute/sample_002589.npy,starts/sample_002589.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1919.12,1364.96,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002590,images/sample_002590.png,arrays/sample_002590.npy,labels_delta_displacement/sample_002590.npy,labels_absolute/sample_002590.npy,starts/sample_002590.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1637.34,1499.07,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002591,images/sample_002591.png,arrays/sample_002591.npy,labels_delta_displacement/sample_002591.npy,labels_absolute/sample_002591.npy,starts/sample_002591.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1735.03,11.58,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002592,images/sample_002592.png,arrays/sample_002592.npy,labels_delta_displacement/sample_002592.npy,labels_absolute/sample_002592.npy,starts/sample_002592.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2370.41,1194.28,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002593,images/sample_002593.png,arrays/sample_002593.npy,labels_delta_displacement/sample_002593.npy,labels_absolute/sample_002593.npy,starts/sample_002593.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2.85,1293.98,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002594,images/sample_002594.png,arrays/sample_002594.npy,labels_delta_displacement/sample_002594.npy,labels_absolute/sample_002594.npy,starts/sample_002594.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,326.73,1682.68,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002595,images/sample_002595.png,arrays/sample_002595.npy,labels_delta_displacement/sample_002595.npy,labels_absolute/sample_002595.npy,starts/sample_002595.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,795.68,364.77,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002596,images/sample_002596.png,arrays/sample_002596.npy,labels_delta_displacement/sample_002596.npy,labels_absolute/sample_002596.npy,starts/sample_002596.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1389.74,1746.83,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002597,images/sample_002597.png,arrays/sample_002597.npy,labels_delta_displacement/sample_002597.npy,labels_absolute/sample_002597.npy,starts/sample_002597.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,337.59,1052.18,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002598,images/sample_002598.png,arrays/sample_002598.npy,labels_delta_displacement/sample_002598.npy,labels_absolute/sample_002598.npy,starts/sample_002598.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002599,images/sample_002599.png,arrays/sample_002599.npy,labels_delta_displacement/sample_002599.npy,labels_absolute/sample_002599.npy,starts/sample_002599.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1753.98,707.54,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002600,images/sample_002600.png,arrays/sample_002600.npy,labels_delta_displacement/sample_002600.npy,labels_absolute/sample_002600.npy,starts/sample_002600.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002601,images/sample_002601.png,arrays/sample_002601.npy,labels_delta_displacement/sample_002601.npy,labels_absolute/sample_002601.npy,starts/sample_002601.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1592.84,1276.56,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002602,images/sample_002602.png,arrays/sample_002602.npy,labels_delta_displacement/sample_002602.npy,labels_absolute/sample_002602.npy,starts/sample_002602.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1388.23,1081.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002603,images/sample_002603.png,arrays/sample_002603.npy,labels_delta_displacement/sample_002603.npy,labels_absolute/sample_002603.npy,starts/sample_002603.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1451.46,1094.54,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002604,images/sample_002604.png,arrays/sample_002604.npy,labels_delta_displacement/sample_002604.npy,labels_absolute/sample_002604.npy,starts/sample_002604.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2846.09,1780.81,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002605,images/sample_002605.png,arrays/sample_002605.npy,labels_delta_displacement/sample_002605.npy,labels_absolute/sample_002605.npy,starts/sample_002605.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,624.27,331.89,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002606,images/sample_002606.png,arrays/sample_002606.npy,labels_delta_displacement/sample_002606.npy,labels_absolute/sample_002606.npy,starts/sample_002606.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,278.7,1760.24,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002607,images/sample_002607.png,arrays/sample_002607.npy,labels_delta_displacement/sample_002607.npy,labels_absolute/sample_002607.npy,starts/sample_002607.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,382.12,1649.22,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002608,images/sample_002608.png,arrays/sample_002608.npy,labels_delta_displacement/sample_002608.npy,labels_absolute/sample_002608.npy,starts/sample_002608.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2386.45,1411.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002609,images/sample_002609.png,arrays/sample_002609.npy,labels_delta_displacement/sample_002609.npy,labels_absolute/sample_002609.npy,starts/sample_002609.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,654.17,206.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002610,images/sample_002610.png,arrays/sample_002610.npy,labels_delta_displacement/sample_002610.npy,labels_absolute/sample_002610.npy,starts/sample_002610.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,351.65,1681.74,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002611,images/sample_002611.png,arrays/sample_002611.npy,labels_delta_displacement/sample_002611.npy,labels_absolute/sample_002611.npy,starts/sample_002611.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,445.64,1653.04,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002612,images/sample_002612.png,arrays/sample_002612.npy,labels_delta_displacement/sample_002612.npy,labels_absolute/sample_002612.npy,starts/sample_002612.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1623.32,1239.61,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002613,images/sample_002613.png,arrays/sample_002613.npy,labels_delta_displacement/sample_002613.npy,labels_absolute/sample_002613.npy,starts/sample_002613.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1129.0,1459.9,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002614,images/sample_002614.png,arrays/sample_002614.npy,labels_delta_displacement/sample_002614.npy,labels_absolute/sample_002614.npy,starts/sample_002614.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,563.83,1718.2,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002615,images/sample_002615.png,arrays/sample_002615.npy,labels_delta_displacement/sample_002615.npy,labels_absolute/sample_002615.npy,starts/sample_002615.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,197.94,331.48,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002616,images/sample_002616.png,arrays/sample_002616.npy,labels_delta_displacement/sample_002616.npy,labels_absolute/sample_002616.npy,starts/sample_002616.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,540.84,1700.21,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002617,images/sample_002617.png,arrays/sample_002617.npy,labels_delta_displacement/sample_002617.npy,labels_absolute/sample_002617.npy,starts/sample_002617.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,118.09,1195.52,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002618,images/sample_002618.png,arrays/sample_002618.npy,labels_delta_displacement/sample_002618.npy,labels_absolute/sample_002618.npy,starts/sample_002618.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1817.25,1464.56,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002619,images/sample_002619.png,arrays/sample_002619.npy,labels_delta_displacement/sample_002619.npy,labels_absolute/sample_002619.npy,starts/sample_002619.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,612.87,1579.13,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002620,images/sample_002620.png,arrays/sample_002620.npy,labels_delta_displacement/sample_002620.npy,labels_absolute/sample_002620.npy,starts/sample_002620.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2311.93,1746.23,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002621,images/sample_002621.png,arrays/sample_002621.npy,labels_delta_displacement/sample_002621.npy,labels_absolute/sample_002621.npy,starts/sample_002621.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2161.29,1270.19,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002622,images/sample_002622.png,arrays/sample_002622.npy,labels_delta_displacement/sample_002622.npy,labels_absolute/sample_002622.npy,starts/sample_002622.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,92.49,591.66,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002623,images/sample_002623.png,arrays/sample_002623.npy,labels_delta_displacement/sample_002623.npy,labels_absolute/sample_002623.npy,starts/sample_002623.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,312.17,423.82,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002624,images/sample_002624.png,arrays/sample_002624.npy,labels_delta_displacement/sample_002624.npy,labels_absolute/sample_002624.npy,starts/sample_002624.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1020.96,1285.11,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002625,images/sample_002625.png,arrays/sample_002625.npy,labels_delta_displacement/sample_002625.npy,labels_absolute/sample_002625.npy,starts/sample_002625.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,561.82,1579.45,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002626,images/sample_002626.png,arrays/sample_002626.npy,labels_delta_displacement/sample_002626.npy,labels_absolute/sample_002626.npy,starts/sample_002626.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,478.19,1078.11,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002627,images/sample_002627.png,arrays/sample_002627.npy,labels_delta_displacement/sample_002627.npy,labels_absolute/sample_002627.npy,starts/sample_002627.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,265.67,493.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002628,images/sample_002628.png,arrays/sample_002628.npy,labels_delta_displacement/sample_002628.npy,labels_absolute/sample_002628.npy,starts/sample_002628.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,197.94,331.48,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002629,images/sample_002629.png,arrays/sample_002629.npy,labels_delta_displacement/sample_002629.npy,labels_absolute/sample_002629.npy,starts/sample_002629.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,795.68,364.77,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002630,images/sample_002630.png,arrays/sample_002630.npy,labels_delta_displacement/sample_002630.npy,labels_absolute/sample_002630.npy,starts/sample_002630.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,340.21,879.39,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002631,images/sample_002631.png,arrays/sample_002631.npy,labels_delta_displacement/sample_002631.npy,labels_absolute/sample_002631.npy,starts/sample_002631.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,792.49,136.76,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002632,images/sample_002632.png,arrays/sample_002632.npy,labels_delta_displacement/sample_002632.npy,labels_absolute/sample_002632.npy,starts/sample_002632.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2270.11,933.22,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002633,images/sample_002633.png,arrays/sample_002633.npy,labels_delta_displacement/sample_002633.npy,labels_absolute/sample_002633.npy,starts/sample_002633.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1491.01,275.18,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002634,images/sample_002634.png,arrays/sample_002634.npy,labels_delta_displacement/sample_002634.npy,labels_absolute/sample_002634.npy,starts/sample_002634.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,203.0,452.68,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002635,images/sample_002635.png,arrays/sample_002635.npy,labels_delta_displacement/sample_002635.npy,labels_absolute/sample_002635.npy,starts/sample_002635.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2626.2,1289.04,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002636,images/sample_002636.png,arrays/sample_002636.npy,labels_delta_displacement/sample_002636.npy,labels_absolute/sample_002636.npy,starts/sample_002636.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,238.88,489.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002637,images/sample_002637.png,arrays/sample_002637.npy,labels_delta_displacement/sample_002637.npy,labels_absolute/sample_002637.npy,starts/sample_002637.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,323.51,1292.28,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002638,images/sample_002638.png,arrays/sample_002638.npy,labels_delta_displacement/sample_002638.npy,labels_absolute/sample_002638.npy,starts/sample_002638.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,940.16,914.97,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002639,images/sample_002639.png,arrays/sample_002639.npy,labels_delta_displacement/sample_002639.npy,labels_absolute/sample_002639.npy,starts/sample_002639.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,801.48,1615.15,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002640,images/sample_002640.png,arrays/sample_002640.npy,labels_delta_displacement/sample_002640.npy,labels_absolute/sample_002640.npy,starts/sample_002640.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,502.3,1685.79,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
